     clase            sexo            edad       superviviente
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    primera          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    segunda          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
    tercera          mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
  tripulación        mujer           adulto            si
